language|Alert_definition|PT|Title|Content|Id|PublishedDate|LinkURI
en|" flood | ""ice jam"" + Ontario"|Ontario|Men rescued after trying to live on raft in Lake <b>Ontario</b> - YouTube|Three men try unsuccessfully to live on a raft in Lake <b>Ontario</b>. Plus, cereal for dinner and a spooky Halloween version of Taylor Swift round out&nbsp;...|tag:google.com,2013:googlealerts/feed:17653369794839298417|2023-10-05T05:48:05Z|https://www.youtube.com/watch%3Fv%3DOA2OZeBWl0g
en|" flood | ""ice jam"" + Ontario"|Ontario|"<b>Flood</b> debris clean-up stymied by property owners | News | themountaineer.com"|<b>Flood</b> debris clean-up stymied by property owners. By Vicki Hyatt vhyatt ... <b>Ontario</b>, Canada, Prince Edward Island, Canada, Quebec, Canada, Saskatchewan&nbsp;...|tag:google.com,2013:googlealerts/feed:3775836713001357446|2023-10-05T04:22:17Z|https://www.themountaineer.com/news/flood-debris-clean-up-stymied-by-property-owners/article_b45af886-6166-11ee-b4c4-83a7ae3739b0.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Burlington <b>Ontario</b> council reaches out to Province for help to stop plans to build houses on ...|... <b>flood</b> management. Some are also concerned about the potential for increased traffic and the elimination of a natural area in the heart of the city&nbsp;...|tag:google.com,2013:googlealerts/feed:3372845413355690632|2023-10-05T02:59:46Z|https://golfindustrynetwork.ca/burlington-ontario-council-reaches-out-to-province-for-help-to-stop-plans-to-build-houses-on-millcroft-golf-club/
en|" flood | ""ice jam"" + Ontario"|Ontario|Mansfield City Council OKs first project in solving north end <b>flood</b> plain issue|A rainstorm in late August should serve as a reminder the need for the Touby Run <b>Flood</b> Mitigation Project isn&#39;t going away ... <b>Ontario</b> Academic Boosters&nbsp;...|tag:google.com,2013:googlealerts/feed:17268645782298434712|2023-10-05T00:09:28Z|https://www.richlandsource.com/2023/10/03/mansfield-city-council-oks-first-project-in-solving-north-end-flood-plain-issue/
en|" flood | ""ice jam"" + Ontario"|Ontario|US: Flash <b>flood</b> warning in effect for Odessa, Texas, and surrounding areas until at least 19:45 Oct. 4|Officials issue flash <b>flood</b> warning for east-central Ector County, Texas, US, effective until at least 19:45 Oct ... <b>Ontario</b>, Prince Edward Island&nbsp;...|tag:google.com,2013:googlealerts/feed:8909418610984125215|2023-10-04T23:36:11Z|https://crisis24.garda.com/alerts/2023/10/us-flash-flood-warning-in-effect-for-odessa-texas-and-surrounding-areas-until-at-least-1945-oct-4
en|" flood | ""ice jam"" + Ontario"|Ontario|"US: Flash <b>flood</b> warnings in effect for parts of Oklahoma until at least 21:00 Oct. 4 | Crisis24"|Authorities issue flash <b>flood</b> warnings for parts of Oklahoma, US, effective until at least 21:00 Oct ... <b>Ontario</b>, Prince Edward Island, Quebec&nbsp;...|tag:google.com,2013:googlealerts/feed:10982669845734092605|2023-10-04T23:22:38Z|https://crisis24.garda.com/alerts/2023/10/us-flash-flood-warnings-in-effect-for-parts-of-oklahoma-until-at-least-2100-oct-4
en|" flood | ""ice jam"" + Ontario"|Ontario|BC rowers put on a show at Canadian National Championships in North Cowichan|In the end, rowing powerhouse Rowing BC emerged as the Provincial Grand Champions, while Row <b>Ontario</b> earned the Provincial Efficiency award for their&nbsp;...|tag:google.com,2013:googlealerts/feed:12075415411747633969|2023-10-04T23:05:40Z|https://www.similkameenspotlight.com/sports/bc-rowers-put-on-a-show-at-canadian-national-championships-in-north-cowichan-4999168
en|" flood | ""ice jam"" + Ontario"|Ontario|<b>Ontario</b> university student loses $3K after clicking fake CIBC link - YouTube|An <b>Ontario</b> university student lost $3000 in an online banking scam while she ... Philippe Poses Flash <b>Flood</b> Risk For New England This Weekend. FOX&nbsp;...|tag:google.com,2013:googlealerts/feed:5503386785067443802|2023-10-04T22:41:04Z|https://www.youtube.com/watch%3Fv%3D__gKpLOqUbc
en|" flood | ""ice jam"" + Ontario"|Ontario|In a first for Canada, a First Nations member has been elected premier to lead a Canadian province|SoNo needs to elevate streets for <b>flood</b> preparedness, experts say ... <b>Ontario</b>, later moving with his family to Winnipeg. (John Woods/The Canadian Press&nbsp;...|tag:google.com,2013:googlealerts/feed:8305819230483089724|2023-10-04T22:36:34Z|https://www.thehour.com/news/world/article/first-nations-premier-to-lead-a-canadian-province-18405834.php
en|" flood | ""ice jam"" + Ontario"|Ontario|"FORTIS releases information on Chalillo, Mollejon and Vaca dams | Amandala Newspaper"|... floodplain that attenuates and reduces the speed of the <b>flood</b> wave. Water ... By the time the <b>flood</b> wave would reach the town of <b>Ontario</b> Village&nbsp;...|tag:google.com,2013:googlealerts/feed:7647802977758101620|2023-10-04T22:14:03Z|https://amandala.com.bz/news/fortis-releases-information-on-chalillo-mollejon-and-vaca-dams/
en|" flood | ""ice jam"" + Ontario"|Ontario|LA may soon put a moratorium on breeding permits as shelters <b>flood</b> with purebreds|LA may soon put a moratorium on breeding permits as shelters <b>flood</b> with purebreds ... <b>Ontario</b> triple murder suspect arrested for separate fatal&nbsp;...|tag:google.com,2013:googlealerts/feed:17414059908982577567|2023-10-04T21:45:11Z|https://www.foxla.com/news/breeding-moratorium-la-shelters
en|" flood | ""ice jam"" + Ontario"|Ontario|Class action upheld as preferred procedure in pension plan dispute resolution|... <b>Ontario</b>, concluding that a class action is the preferred procedure for ... Queens University Law Dean Colleen <b>Flood</b> Law schools disclose common&nbsp;...|tag:google.com,2013:googlealerts/feed:3300021565357009032|2023-10-04T21:02:50Z|https://www.law360.ca/articles/51411/class-action-upheld-as-preferred-procedure-in-pension-plan-dispute-resolution
en|" flood | ""ice jam"" + Ontario"|Ontario|Celebrate <b>Ontario</b> Public Library Week at your local Kawartha Lakes Public Library branch|<b>Flood</b> preparedness &middot; Finding Quality Child Care &middot; Human Services &middot; Landfill ... Celebrate <b>Ontario</b> Public Library Week at your local Kawartha Lakes&nbsp;...|tag:google.com,2013:googlealerts/feed:17688364982842237092|2023-10-04T20:48:44Z|https://www.kawarthalakes.ca/en/news/celebrate-ontario-public-library-week-at-your-local-kawartha-lakes-public-library-branch.aspx
en|" flood | ""ice jam"" + Ontario"|Ontario|Number of the world&#39;s cities and towns in riskiest <b>flood</b> zones up 122 per cent: report - CTV News|Adolescent ER visits in <b>Ontario</b> for eating disorders saw big jump during pandemic: study.|tag:google.com,2013:googlealerts/feed:4707135237216785117|2023-10-04T20:29:40Z|https://www.ctvnews.ca/climate-and-environment/number-of-the-world-s-cities-and-towns-in-riskiest-flood-zones-up-122-per-cent-report-1.6588941
en|" flood | ""ice jam"" + Ontario"|Ontario|Vanquish Pest Control Provides Top-Notch Cockroach Extermination Services In Southern ...|BRAMPTON, ON, CANADA, October 4, 2023 /EINPresswire / -- Toronto, <b>Ontario</b> - Ensuring Hygiene in Places for a Healthier Environment.|tag:google.com,2013:googlealerts/feed:17733316466016319754|2023-10-04T19:44:54Z|https://menafn.com/1107190193/Vanquish-Pest-Control-Provides-Top-Notch-Cockroach-Extermination-Services-In-Southern-Ontario-GTHA
en|" flood | ""ice jam"" + Ontario"|Ontario|RAW: STUDY: CITIES BUILT IN HIGH RISK <b>FLOOD</b> AREAS UP 122% - Channel 3000|Number of new cities built in high-risk <b>flood</b> areas has soared by 122%, new study finds. ... <b>Ontario</b>, Canada, Prince Edward Island, Canada, Quebec,&nbsp;...|tag:google.com,2013:googlealerts/feed:12570331791286549495|2023-10-04T19:43:18Z|https://www.channel3000.com/news/national-and-world-news/raw-study-cities-built-in-high-risk-flood-areas-up-122/video_4fa257ff-cb9b-5470-9544-1453d705679c.html
en|" flood | ""ice jam"" + Ontario"|Ontario|Laurier Woods reopens with new improved boardwalks - North Bay News - BayToday.ca|... <b>flood</b> events. The $68,900 funding for the new boardwalks was provided by the Northern <b>Ontario</b> Heritage Fund Corporation, dedicated donors, Friends&nbsp;...|tag:google.com,2013:googlealerts/feed:6963857031578800604|2023-10-04T19:07:14Z|https://www.baytoday.ca/local-news/laurier-woods-reopens-with-new-improved-boardwalks-7640496
en|" flood | ""ice jam"" + Ontario"|Ontario|"Denton County on <b>flood</b> watch through Wednesday night | Weather | dentonrc.com"|A <b>flood</b> watch is in effect for Denton County as some urban area could ... <b>Ontario</b>, Canada, Prince Edward Island, Canada, Quebec, Canada, Saskatchewan&nbsp;...|tag:google.com,2013:googlealerts/feed:5566234274458255259|2023-10-04T18:43:36Z|https://dentonrc.com/news/weather/denton-county-on-flood-watch-through-wednesday-night/article_61e9f2e7-bf2c-5966-8260-218a9ed3ab3a.html
en|" flood | ""ice jam"" + Ontario"|Ontario|"Armenia faces <b>flood</b> of refugees | WBFO"|Now, Armenia is trying to handle the <b>flood</b> of refugees. NPR&#39;s Peter ... <b>Ontario</b>. Learn More. Get the latest news and those driveway moments&nbsp;...|tag:google.com,2013:googlealerts/feed:5974063261899645945|2023-10-04T17:46:52Z|https://www.wbfo.org/2023-10-04/armenia-faces-flood-of-refugees
en|" flood | ""ice jam"" + Ontario"|Ontario|US: Flash <b>flood</b> warning in effect for Texarkana and surrounding areas until at least 13:30 Oct. 4|Flash <b>flood</b> warning in effect for parts of Bowie County, Texas, and ... <b>Ontario</b>, Prince Edward Island, Quebec, Saskatchewan, Yukon. I would like to&nbsp;...|tag:google.com,2013:googlealerts/feed:17293657693143958700|2023-10-04T16:31:19Z|https://crisis24.garda.com/alerts/2023/10/us-flash-flood-warning-in-effect-for-texarkana-and-surrounding-areas-until-at-least-1330-oct-4
en|" flood | ""ice jam"" + Saskatchewan"|Saskatchewan|Number of the world&#39;s cities and towns in riskiest <b>flood</b> zones up 122 per cent: report - CTV News|Far more people are in harm&#39;s way as they move into high <b>flood</b> zones across the globe, adding to an increase in watery disasters from climate&nbsp;...|tag:google.com,2013:googlealerts/feed:18292720506957660642|2023-10-04T21:59:09Z|https://www.ctvnews.ca/climate-and-environment/number-of-the-world-s-cities-and-towns-in-riskiest-flood-zones-up-122-per-cent-report-1.6588941
fr|" inondation | embacle + ""Nouveau Brunswick"""|Nouveau-Brunswick|Un centre d&#39;immigration francophone… toujours « sans activité majeure - Radio-Canada|Deux ans après l&#39;annonce de sa création par Ottawa, le centre d&#39;innovation de Dieppe, au <b>Nouveau</b>-<b>Brunswick</b>, qui devait dynamiser l&#39;immigration en&nbsp;...|tag:google.com,2013:googlealerts/feed:11738912412793242269|2023-10-04T19:14:40Z|https://ici.radio-canada.ca/rci/fr/nouvelle/2014888/nationalite-acadie-dieppe-langue-officielle
fr|"inondation | embacle + Ontario"|Ontario|"Le contrôle des loyers en <b>Ontario</b> expliqué | Radio-Canada.ca"|Un grand immeuble à appartement vue des airs, avec le centre-ville de Toronto. En <b>Ontario</b> ... <b>inondations</b>. Fin de la liste de 13 éléments. Retourner au&nbsp;...|tag:google.com,2013:googlealerts/feed:6883982647369263097|2023-10-04T19:22:05Z|https://ici.radio-canada.ca/rci/fr/nouvelle/2014878/locataire-logement-crise-controle-toronto-prix
fr|" inondation | embacle + Québec"|Québec|"Inde: au moins 10 morts, 82 disparus dans le débordement d&#39;un lac himalayen | JDQ"|Les <b>inondations</b> provoquées par les débordements de lacs glaciaires ... <b>Québec</b>, ville gourmande. Styles de vie. <b>Québec</b>, ville gourmande: 5 restos&nbsp;...|tag:google.com,2013:googlealerts/feed:12024987180150032152|2023-10-05T07:27:32Z|https://www.journaldequebec.com/2023/10/05/inde-au-moins-10-morts-82-disparus-dans-le-debordement-dun-lac-himalayen
fr|" inondation | embacle + Québec"|Québec|"Actualité, faits divers et nouvelles en direct | 4 octobre 2023"|L&#39;économie de <b>Québec</b> a besoin du tramway. On entend toutes sortes de choses sur le tramway par les temps qui courent. Hier à 21:00.|tag:google.com,2013:googlealerts/feed:13109432352264452732|2023-10-05T04:23:50Z|https://www.tvanouvelles.ca/actualites/archives/2023/10/04
fr|" inondation | embacle + Québec"|Québec|"Vieux-<b>Québec</b>: l&#39;avenue Sainte-Geneviève rouverte à la circulation | JDQ"|... <b>inondations</b> exaspèrent des citoyens d&#39;Arvida. www.tvanouvelles.ca &middot; Légumes partout. Un camion plein de céleris s&#39;est renversé sur l&#39;autoroute et a&nbsp;...|tag:google.com,2013:googlealerts/feed:9612042876551549618|2023-10-04T22:29:34Z|https://www.journaldequebec.com/2023/10/04/vieux-quebec--lavenue-sainte-genevieve-rouverte-a-la-circulation
fr|" inondation | embacle + Québec"|Québec|"Les amphibiens plus menacés que jamais face aux changements climatiques | JDQ"|Des orages plus fréquents et intenses, des <b>inondations</b> et la montée du niveau des eaux menacent aussi les habitats des amphibiens. ... <b>Québec</b>. Les 12&nbsp;...|tag:google.com,2013:googlealerts/feed:4885343336175173512|2023-10-04T21:58:01Z|https://www.journaldequebec.com/2023/10/04/les-amphibiens-plus-menaces-que-jamais-face-aux-changements-climatiques
fr|" inondation | embacle + Québec"|Québec|"Sainte-Anne-de-Beaupré: un camion s&#39;écrase contre un immeuble résidentiel | JDQ"|... <b>Québec</b> (SQ). Sainte-Anne-de-Beaupré: un camion s&#39;écrase contre un ... Changements climatiques. <b>Inondations</b> et changements climatiques: Montréal&nbsp;...|tag:google.com,2013:googlealerts/feed:13031756880111434488|2023-10-04T19:37:36Z|https://www.journaldequebec.com/2023/10/04/sainte-anne-de-beaupre-un-camion-secrase-contre-un-bloc-appartements
fr|" inondation | embacle + Québec"|Québec|"Météo au <b>Québec</b>: des records de chaleur pourraient être fracassés mercredi | TVA Nouvelles"|Le beau temps estival se poursuit encore mercredi avec des records de températures qui pourraient être fracassés dans plusieurs régions du <b>Québec</b>.|tag:google.com,2013:googlealerts/feed:17862901408881420743|2023-10-04T18:52:47Z|https://www.tvanouvelles.ca/2023/10/04/meteo-au-quebec-des-records-de-chaleur-pourraient-etre-fracasses-mercredi
fr|" inondation | embacle + Québec"|Québec|Plan d&#39;action pour les <b>inondations</b> de River Lane - Les éditions André Paquette|... <b>inondation</b>. (Photo : Pexels). Le conseil du canton de Champlain a examiné un plan d&#39;action pour faire face aux <b>inondations</b> des propriétés de River&nbsp;...|tag:google.com,2013:googlealerts/feed:6727991367824435305|2023-10-04T18:26:24Z|https://editionap.ca/2023/10/04/plan-daction-pour-les-inondations-de-river-lane/
fr|" inondation | embacle + Québec"|Québec|<b>Québec</b> International reçoit trois prix de l&#39;International Economic Development Council|« Dans tes mains » c&#39;est le regard qu&#39;on porte sur la personne qu&#39;on aime, le visage <b>inondé</b> de soleil, alors qu&#39;on réalise que notre vie ne ferait&nbsp;...|tag:google.com,2013:googlealerts/feed:9258826546679880310|2023-10-04T12:53:41Z|http://www.lienmultimedia.com/spip.php%3Farticle96833
fr|" inondation | embacle + Québec"|Québec|Incendies à Chibougamau: Brian Paré apte à subir son procès - Le Journal de Québec|... <b>Inondations</b> et changements climatiques: Montréal aménagera des parcs et des trottoirs «éponges». www.24heures.ca &middot; 25 aînés évacués. Incendie dans un&nbsp;...|tag:google.com,2013:googlealerts/feed:15103750339484736624|2023-10-04T07:35:46Z|https://www.journaldequebec.com/2023/10/03/incendies-a-chibougamau--brian-pare-declare-responsable-par-un-rapport-psychiatrique
fr|" inondation | embacle + Québec"|Québec|"Inde: au moins 23 soldats disparus dans des crues subites dans l&#39;Himalaya | JDQ"|Les <b>inondations</b> et les glissements de terrain sont relativement fréquents ... <b>Québec</b>. La Ville de <b>Québec</b> serre la vis à Airbnb dans Saint-Roch &middot; NFL.|tag:google.com,2013:googlealerts/feed:8151493629761299588|2023-10-04T06:12:08Z|https://www.journaldequebec.com/2023/10/04/inde-au-moins-23-soldats-disparus-dans-des-crues-subites-dans-lhimalaya
fr|" inondation | embacle + Québec"|Québec|On n&#39;a pas fini de suer: le mercure près des seuils historiques à <b>Québec</b>|... <b>Inondations</b> et changements climatiques: Montréal aménagera des parcs et des trottoirs «éponges». www.24heures.ca &middot; <b>Quebec</b> Secures $7B Northvolt&nbsp;...|tag:google.com,2013:googlealerts/feed:18049405994827285436|2023-10-04T05:59:09Z|https://www.journaldequebec.com/2023/10/03/on-na-pas-fini-de-suer--le-mercure-pres-des-seuils-historiques-a-quebec
fr|" inondation | embacle + Québec"|Québec|Convoitise et inquiétudes en Libye concernant la reconstruction - Le Devoir|2 Octobre 2023. Mots clés <b>inondation</b>, reconstruction, Libye (pays). Les ... 8 Éditorial Il ne fait pas bon vieillir au <b>Québec</b> &middot; 9 Départ surprise de&nbsp;...|tag:google.com,2013:googlealerts/feed:6760560138172851211|2023-10-04T05:49:57Z|https://www.ledevoir.com/monde/afrique/799286/inondations-a-derna-convoitise-inquietudes-libye-concernant-reconstruction
fr|" inondation | embacle + Québec"|Québec|"Violences armées: trois suspects arrêtés à <b>Québec</b> | JDQ"|Changements climatiques. <b>Inondations</b> et changements climatiques: Montréal aménagera des parcs et des trottoirs «éponges». www.24heures.ca &middot; <b>Quebec</b>&nbsp;...|tag:google.com,2013:googlealerts/feed:15449117960052433532|2023-10-04T05:33:06Z|https://www.journaldequebec.com/2023/10/03/violences-armees-trois-suspects-arretes-a-quebec
fr|" inondation | embacle + Québec"|Québec|<b>Inondations</b> et changements climatiques: Montréal aménagera des parcs et des trottoirs «éponges|«Le gouvernement du <b>Québec</b> est heureux de pouvoir appuyer ces initiatives qui sont des incontournables dans l&#39;adaptation climatique», a souligné&nbsp;...|tag:google.com,2013:googlealerts/feed:13638247495779957113|2023-10-03T12:58:50Z|https://www.24heures.ca/2023/10/03/inondations-et-changements-climatiques-montreal-amenagera-des-parcs-et-des-trottoirs-eponges
en|" flood | ""ice jam"" + ""Nova Scotia"""|Nova Scotia|Ontario university student loses $3K after clicking fake CIBC link - CTV News Toronto|CTV National News: <b>Flood</b> of fake news and deepfakes. Stories about the ... A <b>Nova Scotia</b> Health Department official says the government will fine&nbsp;...|tag:google.com,2013:googlealerts/feed:4722984037082710072|2023-10-04T17:42:25Z|https://toronto.ctvnews.ca/ontario-university-student-loses-3k-after-clicking-fake-cibc-link-1.6587722
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Millions of children are displaced due to extreme weather events. Climate change will make it worse|The <b>floodwaters</b> have receded and the family began repairing their home last month -- a process Garima&#39;s mother Meera Devi said they are having to do&nbsp;...|tag:google.com,2013:googlealerts/feed:6605540994013456391|2023-10-06T03:37:51Z|https://www.ctvnews.ca/climate-and-environment/millions-of-children-are-displaced-due-to-extreme-weather-events-climate-change-will-make-it-worse-1.6591166
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Minister&#39;s statement on NAFTA panel decision regarding Canada&#39;s softwood lumber appeal|Featured Services. <b>BC</b> Wildfire Service Updates &middot; <b>Flood</b> Warnings &middot; Spongy Moth &middot; Natural Resource Online Services. Bruce Ralston, Minister of Forests,&nbsp;...|tag:google.com,2013:googlealerts/feed:12090679562740159031|2023-10-06T03:08:28Z|https://news.gov.bc.ca/releases/2023FOR0062-001553
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|Nova Scotia unsure how to pay for cellphone coverage expansion - The Globe and Mail|... <b>flood</b> in West Hants. Officials reported that some people didn&#39;t receive ... <b>British Columbia</b> has done. In March, the <b>B.C.</b> government announced it&nbsp;...|tag:google.com,2013:googlealerts/feed:8957340786991494531|2023-10-06T02:46:19Z|https://www.theglobeandmail.com/canada/article-nova-scotia-unsure-how-to-pay-for-cellphone-coverage-expansion/
en|"flood | ""ice jam"" + ""British Columbia"""|British Columbia|First Nation cries foul over <b>Columbia</b> River Treaty funding given to other Indigenous groups|I Love <b>British Columbia</b> &middot; Calendar &middot; Submit community tip or photo &middot; Opinion &middot; Local ... <b>flood</b>-control management and power generation in the Columbia&nbsp;...|tag:google.com,2013:googlealerts/feed:15254505161188075941|2023-10-05T18:21:42Z|https://www.thefreepress.ca/news/first-nation-cries-foul-over-columbia-river-treaty-funding-given-to-other-indigenous-groups/
en|" flood | ""ice jam"" + ""New Brunswick"""|New Brunswick|"CBC Lite | Tropical storm Philippe will bring ugly weather to the Maritimes this weekend"|Environment Canada has issued special weather statements for <b>New Brunswick</b>, Nova Scotia and Prince Edward Island, saying 50 millimetres of rain or&nbsp;...|tag:google.com,2013:googlealerts/feed:11517974918059584268|2023-10-06T00:43:33Z|https://www.cbc.ca/lite/story/1.6987995
en|" flood | ""ice jam"" + ""Northwest Territories"""|Northwest Territories|Extension of Hay River 2022 <b>Flood</b> Disaster Assistance Deadline|Government of <b>Northwest Territories</b> ... Enter the terms you wish to search for. English &middot; Français.|tag:google.com,2013:googlealerts/feed:4904185134428067086|2023-10-05T22:43:50Z|https://www.gov.nt.ca/en/newsroom/extension-hay-river-2022-flood-disaster-assistance-deadline
en|" flood | ""ice jam"" + ""Northwest Territories"""|Northwest Territories|More support coming for wildfire-hit <b>NWT</b> businesses, minister says - Cabin Radio|The <b>NWT&#39;s</b> finance minister says &quot;enhancements and increases&quot; are on the way for ... <b>flood</b>, and now by fire, of the Paradise Valley agricultural area.|tag:google.com,2013:googlealerts/feed:11860771580615514036|2023-10-05T18:04:48Z|https://cabinradio.ca/155814/news/politics/more-support-coming-for-wildfire-hit-nwt-businesses-minister-says/
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|"CBC Lite | Tropical storm Philippe will bring ugly weather to the Maritimes this weekend"|Environment Canada has issued special weather statements for New Brunswick, Nova Scotia and <b>Prince Edward Island</b>, saying 50 millimetres of rain or&nbsp;...|tag:google.com,2013:googlealerts/feed:6566319477447263692|2023-10-06T04:21:41Z|https://www.cbc.ca/lite/story/1.6987995
en|" flood | ""ice jam"" + ""Prince Edward Island"""|Prince Edward Island|Tropical storm Philippe bringing ugly weather to the Maritimes this weekend|... <b>Prince Edward Island</b>, saying 50 millimetres of rain or more will fall ... Himalayan glacial lake <b>flood</b> in India kills at least 14. 13 hours ago.|tag:google.com,2013:googlealerts/feed:792428713977755187|2023-10-06T00:30:05Z|https://ca.news.yahoo.com/tropical-storm-philippe-bringing-ugly-144810538.html
