PublishedDate,Language,Alert_definition,PT,Title,Content,Id,URL,Summary,New_Content,Is_Article
2023-10-07T02:33:52Z,en,flood,all,USACE installs temporary pumps to alleviate seepage at Isabella Lake,"Today, Isabella Lake and its dams reduce <b>flood</b> risk for Bakersfield and the surrounding region and is a primary water source for water users&nbsp;...","tag:google.com,2013:googlealerts/feed:15766622779357493723",https://www.spk.usace.army.mil/Media/News-Releases/Article/3551392/usace-installs-temporary-pumps-to-alleviate-seepage-at-isabella-lake/,"Server Error404 File or directory not found. The resource you are looking for might have been removed, had its name changed, or is temporarily unavailable.","Server Error 404 File or directory not found. The resource you are looking for might have been removed, had its name changed, or is temporarily unavailable.",0
2023-10-07T02:30:08Z,en,flood,all,Macau Casinos Boom as Chinese Tourists <b>Flood</b> in for Golden Week - BNN Bloomberg,"Macau Casinos Boom as Chinese Tourists <b>Flood</b> in for Golden Week. Shirley Zhao, Bloomberg News. (Bloomberg) -- Chinese tourists flocked en masse to&nbsp;...","tag:google.com,2013:googlealerts/feed:14194704210575438964",https://www.bnnbloomberg.ca/macau-casinos-boom-as-chinese-tourists-flood-in-for-golden-week-1.1981491,"Bloomberg Chinese tourists flocked en masse to Macau during the Golden Week holiday after the worlds largest gambling hub rolled out a busy slate of events, including a poolside dance party with former NBA star Shaquille ONeal, to entice visitors to casinos. Read More Macau Faces Beijings Ire on Gambling as Visits Surge PostCovidDuring the Golden Week, Macau rolled out firework shows, a music festival and concerts by popular Hong Kong singers Kelly Chen and Hacken Lee, in addition to the party featuring ONeal. Drawing in more tourists is key for Macau to sustain its recovery momentum, which slowed in September as typhoonrelated bad weather triggered a brief closure of casinos. Despite more people traveling, Chinas overall sluggish economic growth and uncertain consumer spending outlook may prove to be a headwind. While the daily average number of domestic trips across the country is expected to exceed 2019 levels by about 15 in the Golden Week, spending may only increase 5 from its preCovid performance, HSBC Holdings Plc estimates.","Bloomberg Chinese tourists flocked en masse to Macau during the Golden Week holiday after the worlds largest gambling hub rolled out a busy slate of events, including a poolside dance party with former NBA star Shaquille ONeal, to entice visitors to casinos. Tourist arrivals over the eightday break that ended Friday reached more than 932,000, taking the daily average to about 84 of 2019s in the same period, according to official data from the city. About 76 of the visitors were from mainland China, the data show. Visitors were spending big, too. Gaming revenue from massmarket tourists, now the biggest driver of Macau casinos growth following Chinas crackdown on highrollers, is likely to have fully recovered to prepandemic levels, according to estimates by Citigroup Inc. and JPMorgan Chase Co. Mass gaming income may reach about 110 of the 2019 level next year, driving casinos profits to a full recovery by mid2024, according to a JPMorgan estimate last month. Macaus boom highlights Chinas surging tourism demand, fueled by revenge travel and a shift in consumer preferences to more experiencerelated spending in response to an economic slowdown at home. The latter coincides with the hubs efforts to wean itself off its reliance on highrollers and their facilitators and transform into an entertainment hub akin to the Las Vegas Strip. Macau is the only place in China where casinos are legal. Read More Macau Faces Beijings Ire on Gambling as Visits Surge PostCovid During the Golden Week, Macau rolled out firework shows, a music festival and concerts by popular Hong Kong singers Kelly Chen and Hacken Lee, in addition to the party featuring ONeal. Drawing in more tourists is key for Macau to sustain its recovery momentum, which slowed in September as typhoonrelated bad weather triggered a brief closure of casinos. Despite more people traveling, Chinas overall sluggish economic growth and uncertain consumer spending outlook may prove to be a headwind. While the daily average number of domestic trips across the country is expected to exceed 2019 levels by about 15 in the Golden Week, spending may only increase 5 from its preCovid performance, HSBC Holdings Plc estimates. There are already some signs of slowing consumption in Macau. More than 10 retailers of products such as clothes, electronics and jewelery said the surge of visitors didnt result in a major increase in sales, Hong Kongs Commercial Radio reported Thursday, citing Jones Lang LaSalle Inc.s Macau general manager Oliver Tong. Analysts surveyed by Bloomberg predict gaming revenue in October could return to 72 of prepandemic levels, the highest percentage since the onset of Covid. For the whole year, they estimate a recovery of 63. With assistance from Kari Lindberg. Updates paragraph two with data point on mainland Chinese visitors. 2023 Bloomberg L.P.",1
2023-10-07T02:25:49Z,en,flood,all,Tragedy exposes class divide among neighbours in slum rehab project | Mumbai News,Sikkim <b>Floods</b> &middot; Mumbai Fire News &middot; Rajasthan Districts &middot; Bangalore Traffic &middot; Election Dates 2023 &middot; <b>Flood</b> in Sikkim. Tragedy exposes class divide among&nbsp;...,"tag:google.com,2013:googlealerts/feed:4859694740603117291",https://m.timesofindia.com/city/mumbai/tragedy-exposes-class-divide-among-neighbours-in-slum-rehab-project/articleshow/104227211.cms,"We had complained to the BMC in writing about these details and about storage of rags which was a fire hazard, but no action was taken on our complaint, said an office bearer. BMC officials, in turn, said their present priority is disaster management and clearing combustible material on the premises so that the structure is made habitable for the residents. Even on Thursday we had requested the SRA building residents to move the rags outside, to which they paid little heed, said Poojary.Megha Chitnis, treasurer of Samarth Shrushti building, said her vehicle which was parked in the stilt area has been entirely gutted. The blaze has left the facade of their building partially damaged.Meanwhile, with politicians like guardian ministers MP Lodha and Deepak Kesarkar visiting the site on Friday, several of Jai Bhavanis residents pleaded with them for help. They said their building was constructed in violation of safety norms and without provisions for a steady water supply.","MUMBAI The class divide and friction between residents of the illfated Jai Bhavani tenement and their neighbours in an adjoining apartment block underscores the perils of the slum rehab model of development.Jai Bhavani which came up as a project undertaken by the Slum Rehabilitation Authority SRA , shares a wall with Samarth Shrushti building, which made up the saleable component of the same slum rehab program and comprises upper middleclass households.The occupants of Jai Bhavani are said to have been repeatedly warned against stockpiling garments and smoking on the premises by their neighbours. Many of Jai Bhavanis residents belong to the Waghri community, whose traditional occupation is exchanging old clothes for steel utensils.Suddhakar Poojary, the chairman of Samarth Shrushtis B wing, said a formal complaint to BMC P South Ward was filed in January 2023 regarding potential risk due to activities carried out on Jai Bhavanis premises.We had complained to the BMC in writing about these details and about storage of rags which was a fire hazard, but no action was taken on our complaint, said an office bearer. BMC officials, in turn, said their present priority is disaster management and clearing combustible material on the premises so that the structure is made habitable for the residents.Even on Thursday we had requested the SRA building residents to move the rags outside, to which they paid little heed, said Poojary.Megha Chitnis, treasurer of Samarth Shrushti building, said her vehicle which was parked in the stilt area has been entirely gutted. Thursday was also the day when these residents from the SRA building would go out to the market and buy these rags.Hence the quantity of these on Friday morning when the fire erupted was enormous, said Chitnis who lived in a duplex apartment on the seventh floor of the building.She said residents of the SRA building would keep throwing garbage which forced Samarth Shrushti to hire labourers to sweep the SRA building premises twice a day. The blaze has left the facade of their building partially damaged.Meanwhile, with politicians like guardian ministers MP Lodha and Deepak Kesarkar visiting the site on Friday, several of Jai Bhavanis residents pleaded with them for help. They said their building was constructed in violation of safety norms and without provisions for a steady water supply.",1
2023-10-07T01:32:46Z,en,flood,all,NYC Weather Alert: New Yorkers Strongly Urged to Take Safety Measures | City of New York,"... <b>flood</b>-prone areas, including below-grade living spaces, to take ... Do not drive into <b>flooded</b> streets or enter <b>flooded</b> subway stations. Six inches&nbsp;...","tag:google.com,2013:googlealerts/feed:9543785032890007518",https://www.nyc.gov/office-of-the-mayor/news/743-23/nyc-weather-alert-new-yorkers-strongly-urged-take-safety-measures-preparation-periods-of,"New York City does not wait for a storm to prepare we are already several steps ahead, said Mayor Adams. Before and during an emergency, the city will send emergency alerts and updates to New Yorkers through various channels, including Notify NYC. As part of this proactive approach, crews from the New York City Department of Environmental Protection, New York City Department of Sanitation, and New York City Department of Transportation are already on the ground, inspecting and clearing catch basins in neighborhoods and thoroughfares that are particularly susceptible to flooding. New Yorkers are also encouraged to sign up for Notify NYC, the citys free emergency notification system, to stay informed about the latest weather updates and other emergencies. To learn more about the Notify NYC program or to sign up, visit NYC.govNotifyNYC, call 311, or download the free Notify NYC app for your Android or Apple device.","Periods of Moderate to Heavy Rain May Produce Locally Significant Impacts on Travel, Transportation, and Infrastructure Late Friday Night into Saturday NEW YORK New York City Mayor Eric Adams and the New York City Emergency Management NYCEM Commissioner Zach Iscol today advised New Yorkers to take safety measures in anticipation of heavy rainfall and flash flooding, beginning late Friday night and continuing into Saturday. New York City does not wait for a storm to prepare we are already several steps ahead, said Mayor Adams. Our emergency management teams, first responders, and key city agencies are fully activated and tightly coordinated to face the coming rains headon. I urge every New Yorker especially those in areas more susceptible to flooding to stay alert by signing up for Notify NYC now. We have activated the Flash Flood Emergency Plan in anticipation of heavy rainfall as we head into the weekend, said NYCEM Commissioner Iscol. Our primary concern is a sixhour period of moderate to heavy rain late Friday night through early Saturday afternoon. While widespread, major impacts are not expected, I want to stress the vital need for all New Yorkers, especially those in lowlying and floodprone areas, including belowgrade living spaces, to take precautions, sign up for emergency notifications via Notify NYC, pay attention to changes in the forecast, and heed official guidance to keep yourselves and your loved ones safe. The National Weather Service has issued a Flood Watch citywide, effective Saturday from 200 AM until 800 PM. Moderate to heavy showers and thunderstorms are forecast to begin late Friday night through Saturday afternoon, with a few inches of rain expected over a roughly sixhour period. Locally, upwards of four inches of rainfall is possible. Where the heaviest rainfall rates develop, flooding could be locally significant causing disruption to transportation flooding of basements, firstfloor residences and businesses, and underground infrastructure and posing an elevated threat to life. Lowlying, poor drainage and frequent flood locations may be especially vulnerable. Widespread, major impacts are not expected. Lingering showers may continue into early Saturday evening, with dry conditions expected by Saturday night. Breezy winds develop Saturday afternoon, with a few gusts likely Sunday. Temperatures will cool into the upper 40s by Monday morning. Safety Tips Allow for extra travel time. New Yorkers are urged to use public transportation. If you must drive, drive slowly. Use major streets or highways for travel whenever possible. If you live in a basement apartment in a floodprone area, prepare to move to a place higher than the flood waters if experiencing rising waters andor if you receive a warning from Notify NYC or the National Weather Service. Do not drive into flooded streets or enter flooded subway stations. Six inches of moving water can knock over an adult. Avoid stepping in floodwater if you see it. Check on friends, relatives, and neighbors, especially older adults as well as people with disabilities, access and functional needs, or health conditions. Help them to prepare if needed. Stay informed. Before and during an emergency, the city will send emergency alerts and updates to New Yorkers through various channels, including Notify NYC. Sign up for emergency notifications on the Notify NYC website at govNotifyNYC or call 311. You can also follow NotifyNYC on social media. New Yorkers should follow the National Weather Service forecast and guidance listed in watches, warnings, and advisories on the National Weather Service website. New York City Emergency Management, in coordination with partners and other city agencies, has activated the comprehensive Flash Flood Emergency Plan and is actively collaborating with the National Weather Service to monitor conditions. As part of this proactive approach, crews from the New York City Department of Environmental Protection, New York City Department of Sanitation, and New York City Department of Transportation are already on the ground, inspecting and clearing catch basins in neighborhoods and thoroughfares that are particularly susceptible to flooding. Multiple city agencies have been convened on a Flash Flood Emergency Plan Steering Committee as integral components and are not only preparing in advance but also poised to respond swiftly and effectively to emergent situations. Additional safety tips are available online at NYC.govSevereWeather. New Yorkers are also encouraged to sign up for Notify NYC, the citys free emergency notification system, to stay informed about the latest weather updates and other emergencies. Notify NYC is available in 14 languages, including American Sign Language. To learn more about the Notify NYC program or to sign up, visit NYC.govNotifyNYC, call 311, or download the free Notify NYC app for your Android or Apple device. You can also follow NotifyNYC or nycemergencymgt on social media.",1
2023-10-07T01:31:47Z,en,flood,all,"October 6, 2023 - VOA","3 People walk along a street as a jeep is buried in the mud due to the <b>flood</b> at Teesta Bazaar in Kalimpong District, West Bengal, India. An&nbsp;...","tag:google.com,2013:googlealerts/feed:10340058079139764958",https://www.voanews.com/a/october-6-2023-day-in-photos/7300062.html,,,0
2023-10-07T01:03:05Z,en,flood,all,"Glacial Lake <b>Floods</b>: A Growing, Unpredictable Climate Risk - VOA","A glacial lake outburst <b>flood</b>, or GLOF, is the sudden release of water that has collected in former glacier beds. These lakes are formed by the&nbsp;...","tag:google.com,2013:googlealerts/feed:16482875835983215644",https://www.voanews.com/a/glacial-lake-floods-a-growing-unpredictable-climate-risk/7300316.html,,,0
2023-10-07T00:14:04Z,en,flood,all,UNICEF says weather-related disasters have displaced millions of children - Today Online,"... <b>floods</b> due to the rains brought by Hurricanes Eta and Iota, in Villanueva, Honduras December 6, 2020. Picture taken December 6, 2020. REUTERS/Jose&nbsp;...","tag:google.com,2013:googlealerts/feed:13096624169788600410",https://www.todayonline.com/world/unicef-says-weather-related-disasters-have-displaced-millions-children-2275716,"GENEVA UNICEF on Friday said floods, storms, and other weatherrelated disasters have driven millions of children from their homes, with the situation set to deteriorate if action is not taken. UNICEF recorded the most weatherrelated child displacements in the East Asia and Pacific region due to the combination of hazards there, followed by South Asia. Extreme weather events have become more common in recent years due to climate change. Floods and storms accounted for 95per cent of the child displacements, said UNICEF, during the sixyear period, according to its report, Children Displaced in a Changing Climate. The report projects that nearly 96 million children will be displaced due to river floods alone over the next three decades, an average of almost 3.2 million children every year.","GENEVA UNICEF on Friday said floods, storms, and other weatherrelated disasters have driven millions of children from their homes, with the situation set to deteriorate if action is not taken. There have been 43.1 million internal displacements of children across 44 countries between 2016 and 2021, due to events such as droughts and wildfires, according to the organization. UNICEF recorded the most weatherrelated child displacements in the East Asia and Pacific region due to the combination of hazards there, followed by South Asia. Among the countries with the highest in absolute numbers were China and the Philippines, due to their exposure to extreme weather events, their large child populations and evacuation capacities. As the impacts of climate change escalate, so too will climatedriven movement, UNICEF Executive Director Catherine Russell said in a statement. We have the tools and knowledge to respond to this escalating challenge for children, but we are acting far too slowly. Extreme weather events have become more common in recent years due to climate change. Floods and storms accounted for 95per cent of the child displacements, said UNICEF, during the sixyear period, according to its report, Children Displaced in a Changing Climate. The displacement of children is barely on the radar of leaders, said Verena Knaus, UNICEF Global Lead on Migration and Displacement. The report projects that nearly 96 million children will be displaced due to river floods alone over the next three decades, an average of almost 3.2 million children every year. Reporting by Gabrielle TtraultFarber Editing by Deborah Kyvrikosaios",0
2023-10-07T00:02:38Z,en,flood,all,Cotton Demands Answers About Possible Biden Deals with Maduro Regime,"... <b>flood</b> into the country. Further, there is little reason to believe Venezuela agreed to your repatriation flights without getting something in&nbsp;...","tag:google.com,2013:googlealerts/feed:16025876739618815094",https://www.cotton.senate.gov/news/press-releases/cotton-demands-answers-about-possible-biden-deals-with-maduro-regime,"FOR IMMEDIATE RELEASEContact Caroline Tabler or James Arnold 202 2242353October 6, 2023Cotton Demands Answers About Possible Biden Deals with Maduro RegimeWashington, D.C. Senator Tom Cotton RArkansas today sent a letter to President Joe Biden requesting information about his decision to deport an unknown number of illegal aliens to Venezuela. The letter notes that the Biden administrations policies encouraged the Venezuelans to attempt to enter the United States in the first place. Additionally, Senator Cotton asked for any information about a deal President Biden may have made with Venezuelan President Nicols Maduro in exchange for accepting the Venezuelans back. How many Venezuelans enter the United States illegally every month, both across our southern border and through your administrations parole program Sincerely,Tom CottonUnited States Senator","FOR IMMEDIATE RELEASE Contact Caroline Tabler or James Arnold 202 2242353 October 6, 2023 Cotton Demands Answers About Possible Biden Deals with Maduro Regime Washington, D.C. Senator Tom Cotton RArkansas today sent a letter to President Joe Biden requesting information about his decision to deport an unknown number of illegal aliens to Venezuela. The letter notes that the Biden administrations policies encouraged the Venezuelans to attempt to enter the United States in the first place. Additionally, Senator Cotton asked for any information about a deal President Biden may have made with Venezuelan President Nicols Maduro in exchange for accepting the Venezuelans back. In part, Senator Cotton wrote Migrants are rushing to the United States because you invited them, both by refusing to enforce the law and by literal invitation through your abuse of immigration parole, and a few repatriation flights will do little to repair the damage, especially while you continue allowing illegal aliens to flood into the country. Further, there is little reason to believe Venezuela agreed to your repatriation flights without getting something in return. Text of the letter may be found here and below. October 6, 2023 President Joseph R. Biden The White House 1600 Pennsylvania Ave, N.W. Washington, DC 20500 Dear President Biden I write regarding reports that your administration has reached an agreement with Venezuelas government to deport back to Venezuela select numbers of illegal aliens at our southern border. Migrants are rushing to the United States because you invited them, both by refusing to enforce the law and by literal invitation through your abuse of immigration parole, and a few repatriation flights will do little to repair the damage, especially while you continue allowing illegal aliens to flood into the country. Further, there is little reason to believe Venezuela agreed to your repatriation flights without getting something in return. Please answer the following questions as soon as practicable, and make senior administration officials available to brief Congress no later than Friday, October 13 What are the terms of your repatriation agreement with Venezuela What side deals or other agreements involving Venezuela have you made in the past 90 days How many Venezuelans enter the United States illegally every month, both across our southern border and through your administrations parole program How many illegal aliens will be deported to Venezuela each month under your plan Thank you for your prompt attention to this important matter. Sincerely, Tom Cotton United States Senator",1
2023-10-06T23:29:44Z,en,flood,all,Icy <b>flood</b> that killed at least 41 in India&#39;s northeast was feared for years | CityNews Toronto,"... <b>floods</b> triggered by sudden heavy rainfall swamped Rangpo town in Sikkim, India, Friday, Oct. 6. 2023. A <b>flood</b> that burst through a major&nbsp;...","tag:google.com,2013:googlealerts/feed:5243721711908697357",https://toronto.citynews.ca/2023/10/06/icy-floodwaters-burst-through-major-dam-in-indias-northeast-killing-at-least-31-people/,"It wasnt clear what triggered the deadly flood, the latest to hit northeast India in a year of unusually heavy monsoon rains. The design and placement of the 6yearold Teesta 3 dam, the largest in Sikkim state, were controversial from the time it was built. The dams operator, and local agencies responsible for dam safety, did not respond to requests for comment Friday. India passed a dam safety law in 2021, but Teesta 3 is not on a list of dams whose safety is monitored by Indias top dam regulator. Parts of northern Bangladesh along the Teesta River also flooded Friday as water traveled from Sikkim, local media reported.","NEW DELHI AP Hundreds of rescuers dug through slushy debris and fastflowing, icy water Friday in a search for survivors after a glacial lake overflowed and burst through a dam in Indias Himalayan north, a disaster that many had warned was possible for years. The flood began in the early hours of Wednesday, when water overflowed a mountain lake. It smashed through a major hydroelectric dam downstream and then poured into the valley below, where it killed at least 41 people, carrying bodies miles downstream, and forced thousands to flee their homes. It wasnt clear what triggered the deadly flood, the latest to hit northeast India in a year of unusually heavy monsoon rains. Experts pointed to intense rain, and a 6.2 magnitude earthquake that struck nearby Nepal on Tuesday afternoon, as possible contributors. But the disaster also underscores a climate dilemma that pits local environmental activists who say dams in the Himalayas are too dangerous against authorities pursuing a national green energy agenda. The design and placement of the 6yearold Teesta 3 dam, the largest in Sikkim state, were controversial from the time it was built. A report compiled by the Sikkim State Disaster Management Authority in 2019 had identified Lhonak Lake as highly vulnerable to flooding that could breach dams and cause extensive damage to life and property. The dams operator, and local agencies responsible for dam safety, did not respond to requests for comment Friday. India is counting on hydroelectric dams to meet ambitious clean energy goals that are part of a global effort to slow climate change. The government aims to increase Indias hydro power by half by 2030, to 70,000 megawatts, and has approved hundreds of new dams across the countrys mountainous north. But the growing frequency and intensity of extreme weather, driven in part by climate change, puts many dams and the people living downstream from them at risk. Last month, dam breaches caused by Storm Daniel caused devastating damage to the city of Derna in Libya. Rising temperatures also cause glaciers to melt faster, putting more pressure on dams. A 2016 study found that over a fifth of the 177 dams built close to Himalayan glaciers in five countries were at risk from glacial lakes, including the Teesta 3 dam. We knew that this was coming, said Gyatso Lepcha, general secretary of Affected Citizens of Teesta, an environmental organization based in Sikkim, wrote in a statement that called for a safety review of all dams in the state. The Teesta 3 hydropower project, built on the Teesta River, took nine years and cost 1.5 billion to construct. The project was capable of producing 1,200 megawatts of electricity enough to power 1.5 million Indian homes and began operation in 2017. But local activists argued that the dam didnt have enough safety features. Despite being the biggest project in the state, there were no early warning systems installed even though the glacier overflowing was a known risk, said Himanshu Thakkar of the nongovernmental organization South Asian Network for Rivers, Dams and People. Thakkar said authorities failed to apply the lessons from a 2021 dam breach in Himalayan state of Uttarakhand that killed 81 people, allowing an eerily similar disaster to occur. India passed a dam safety law in 2021, but Teesta 3 is not on a list of dams whose safety is monitored by Indias top dam regulator. Indias National Disaster Management Agency said Friday that it plans to set up early warning systems at most of Indias 56 known atrisk glacial lakes. Parts of northern Bangladesh along the Teesta River also flooded Friday as water traveled from Sikkim, local media reported. The waters are expected to rise more, as the countrys weather office forecast possible heavy rains in coming days. In Sikkim, more than 2,000 people were rescued after Wednesdays floods, the state Dsaster Management Authority said, adding that authorities set up 26 relief camps for more than 22,000 people. One soldier was previously reported missing was rescued, and the bodies of seven have been found, state police said. Eleven bridges in the Lachan Valley were washed away by the floodwaters, which also hit pipelines and damaged or destroyed more than 270 houses in four districts, officials said. The army said it was providing medical aid and phone connectivity to civilians in the areas of Chungthang, Lachung and Lachen, and local media reported that said the army was erecting temporary bridges to bring food to affected areas. Nearly 50 people died in flash floods and landslides in August in nearby Himachal Pradesh state, and record rains in northern India killed more than 100 people over two weeks in July. Arasu reported from Bengaluru, India. AP writers Aniruddha Ghosal in Hanoi, Vietnam and Julhas Alam in Dhaka, Bangladesh contributed to this report. Associated Press climate and environmental coverage receive support from several private foundations. See more about APs climate initiative here. The AP is solely responsible for all content. Ashok Sharma And Sibi Arasu, The Associated Press",1
2023-10-06T22:36:21Z,en,flood,all,<b>Flood</b> Debris Clean-Up Project Begins with Boulder Placement on Happy Trails - Town of High River,This work is part of the <b>Flood</b> Impacted Debris Clean-up project. Boulders will prevent vehicle access into the restored area. There are no expected&nbsp;...,"tag:google.com,2013:googlealerts/feed:3054090474507583090",https://highriver.ca/news/flood-debris-clean-up,"Flood Debris CleanUp Project Begins with Boulder Placement on Happy Trailsby Town of High River 06102023 Community ConstructionHIGH RIVER Work crews will be placing boulders at regular spacing along the east side of the Happy Trail pathway along Centre Street and 1 Avenue N starting today, Wednesday, October 4. This work is part of the Flood Impacted Debris Cleanup project. There are no expected impacts to trail use please be aware of the work for your safety in the work area. Please watch for crews at work in these areas and obey any signs in place for your safety. Council approved the budget for this work, which includes significant grant funding related to riparian habitat restoration and enhancements.","Flood Debris CleanUp Project Begins with Boulder Placement on Happy Trails by Town of High River 06102023 Community Construction HIGH RIVER Work crews will be placing boulders at regular spacing along the east side of the Happy Trail pathway along Centre Street and 1 Avenue N starting today, Wednesday, October 4. This work is part of the Flood Impacted Debris Cleanup project. Boulders will prevent vehicle access into the restored area. There are no expected impacts to trail use please be aware of the work for your safety in the work area. View a map showing the location of Boulder Placement along Centre Street As part of the final steps to restore former floodaffected areas to a natural state, crews will also carry out general area cleanup, fencing, tree protection, and plantings in the former Wallaceville, Rio Vista and Beachwood lands see links below to locations. Please watch for crews at work in these areas and obey any signs in place for your safety. This work will result in improvedenhanced fish and wildlife habitat under the Watershed Restoration and Resilience Program WRPP. Council approved the budget for this work, which includes significant grant funding related to riparian habitat restoration and enhancements. Read more about this work in the report to Council during their September 11 Regular Meeting. Who Contracted work crews When Starting Wednesday, October 4, 2023 onward Where Boulder placements former Wallaceville view the map Other work to restore floodaffected areas of Wallaceville northeast of the Centre Street bridge, Rio Vista south of the golf course and Beachwood area accessed from 12th Avenue SW, west of the turn circle. What Clean up of debris and installation of boulders along Centre Street adjacent to Wallaceville Why Final work to naturalize former Flood affected areas including former Wallaceville, Rio Vista and Beachwood lands 30 For more information Town of High River 4036522110 Back to All News Subscribe Now",1
2023-10-06T21:47:59Z,en,flood,all,Vermont&#39;s <b>flood</b>-damaged capital is slowly rebuilding. And it&#39;s asking tourists and residents to help,"MONTPELIER, Vt. (AP) — Nearly three months after severe <b>flooding</b> inundated Vermont&#39;s capital city, Montpelier businesses launched an event Friday&nbsp;...","tag:google.com,2013:googlealerts/feed:4476358572457941329",https://nationalpost.com/pmn/news-pmn/vermonts-flood-damaged-capital-is-slowly-rebuilding-and-its-asking-tourists-and-residents-to-help,"Forbidden 403CSRF verification failed. You are seeing this message because this HTTPS site requires a Referer header to be sent by your Web browser, but none was sent. This header is required for security reasons, to ensure that your browser is not being hijacked by third parties. If you have configured your browser to disable Referer headers, please reenable them, at least for this site, or for HTTPS connections, or for sameorigin requests. The CSRF protection requires the Referer header to do strict referer checking.","Forbidden 403 CSRF verification failed. Request aborted. You are seeing this message because this HTTPS site requires a Referer header to be sent by your Web browser, but none was sent. This header is required for security reasons, to ensure that your browser is not being hijacked by third parties. If you have configured your browser to disable Referer headers, please reenable them, at least for this site, or for HTTPS connections, or for sameorigin requests. If you are using the tag or including the ReferrerPolicy noreferrer header, please remove them. The CSRF protection requires the Referer header to do strict referer checking. If youre concerned about privacy, use alternatives like for links to thirdparty sites.",0
2023-10-06T20:16:04Z,en,flood,all,VIDEO: Minister visits Williams Lake to see LiDAR aerial mapping project - Vernon Morning Star,"... <b>flooding</b>, fires, conservation, old growth protection and resource development. ... Cullen said many communities are telling government, including in the&nbsp;...","tag:google.com,2013:googlealerts/feed:3938094818323179432",https://www.vernonmorningstar.com/news/video-minister-visits-williams-lake-to-see-lidar-aerial-mapping-project-5558896,"Nathan Cullen chatted with a crew from Ksik GeoSpatial Aerial Survey Company who had flown two of their planes to the Williams Lake Regional Airport to meet with him. Initially a flyover of Williams Lake was planned for the minister, but the weather prevented that from happening. Covering over 950,000 square kilometres the LiDAR project is the biggest of its kind. READ MORE Talon Helicopters conducts LiDar FortisBC aerial surveysREAD MORE Laser technology used in forest inventoryWant to read more local stories like this Sign up for the Williams Lake Tribunes newsletter right to your email.","Ksik Geospatial and Aerial Survey flew to Williams Lake to meet Cullen B.C.s minister of water, land and resource stewardship said Thursday he is amazed of the work underway to map the entire province using light detecting and ranging LiDAR. Nathan Cullen chatted with a crew from Ksik GeoSpatial Aerial Survey Company who had flown two of their planes to the Williams Lake Regional Airport to meet with him. Cullen said the project will give communities, First Nations and everyone the kind of information needed to be able to plan for flooding, fires, conservation, old growth protection and resource development. Im just so proud, he said. Initially a flyover of Williams Lake was planned for the minister, but the weather prevented that from happening. Instead, Cullen joined Ksik chief pilot and operations manager Robyn Stewart and acquisitions manager Corey Newton inside one of the planes to see the instruments and learn more about LiDAR. Stewart has been a commercial pilot since 2000. She has done survey flying since 2006 and flown for Ksik since 2011. Newton said they began the project at the end of August and anticipate it will take about four years to complete it. Covering over 950,000 square kilometres the LiDAR project is the biggest of its kind. The only other one that I could find was in France, Newton said. They did about 500,000 square kilometres, but the majority of it is pretty flat and nonmountainous. We got our work cut out for us for sure. Its ambitious. Newton said the project will give everyone a common point of data and from that information communities might decide they want to have further study done of a specific area. Cullen said many communities are telling government, including in the Cariboo, their 200yearflood zone does not feel like a 200year flood zone anymore, that hydrology is changing and flooding is changing and asked if the project will help with that. Responding, Newton said the precision and accuracy combined of LiDAR can give more information than photographs can. After meeting with the crew he said he could feel the pride of the folks working on the project, what it means for B.C. and for the world. Presently, the province makes a large collection of LiDAR data that accounts for 14 per cent of B.C.s landscape free and equally accessible to everyone on the LidarBC website. New LiDAR data sourced from Ksik will significantly update the provinces digital models of landscapes that are based on aerial imagery taken 30 years ago, and will include detailed representations of forests, buildings and other infrastructure, noted a news release from the Ministry of Water, Land and Resource Stewardship. The program will initially concentrate on gathering data for rural areas and other areas of the province that are not currently represented in the LidarBC database. In April 2023, the province announced 38 million in support for the new program. READ MORE Talon Helicopters conducts LiDar FortisBC aerial surveys READ MORE Laser technology used in forest inventory Want to read more local stories like this Sign up for the Williams Lake Tribunes newsletter right to your email. Consider purchasing a subscription to the Tribune to support local journalism for just .99 cents per week",1
2023-10-06T18:55:18Z,en,flood,all,"Weather Disasters Displaced 43 Million Children in 6 Years, UNICEF Says - VOA","... <b>flooding</b> rivers, cyclonic winds and <b>floods</b> that follow a storm. Some children, like 10-year-old Shukri Mohamed Ibrahim, are already on the move&nbsp;...","tag:google.com,2013:googlealerts/feed:10040552973769102013",https://www.voanews.com/a/weather-disasters-displaced-43-million-children-in-6-years-unicef-says/7299419.html,,,0
